id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_back
203011,en,Lol women can’t even exist in peace and that shit sad https://t.co/1Hijv8FUwI,6,"['Annotator_543', 'Annotator_544', 'Annotator_545', 'Annotator_546', 'Annotator_547', 'Annotator_548']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'other', 'Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Cyprus', 'Mexico', 'South Africa', 'United Kingdom', 'South Africa']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['REPORTED', 'DIRECT', 'DIRECT', 'DIRECT', 'JUDGEMENTAL', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,lol women cant even exist in peace and that shit sad,Lol women can't even exist in peace and that sad shit.
203012,en,@WellLahTeeFuKin they literally went all the way to the supreme court to establiish that women can't be drafted,6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","['JUDGEMENTAL', '-', '-', 'REPORTED', '-', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-']]",TRAIN_EN,they literally went all the way to the supreme court to establiish that women cant be drafted,They literally went to the Supreme Court to establish that women cannot be drafted.
203013,en,Still trying to figure out why men can be shirtless but women can’t.. we both got tiddies so……,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","['-', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,still trying to figure out why men can be shirtless but women cant.. we both got tiddies so,"still trying to figure out why men can be shirtless, but women can't.."
203014,en,The way women can’t escape beauty standards even as GMO shrimp is hurting me https://t.co/lsGj6GBEOd,6,"['Annotator_578', 'Annotator_579', 'Annotator_580', 'Annotator_581', 'Annotator_582', 'Annotator_583']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Portugal', 'Chile', 'United States', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'REPORTED', '-', 'JUDGEMENTAL', 'REPORTED', 'REPORTED']","[['OBJECTIFICATION'], ['OBJECTIFICATION'], ['-'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_EN,the way women cant escape beauty standards even as gmo shrimp is hurting me,The way women can't get away from beauty standards even like shrimp is hurting me.
203015,en,@kxiitlyn @joshstiara @vmas @Olivia_Rodrigo Maybe was inspired ??? But ripped ? Plz . Y’all act like women can’t all be GREAT .,6,"['Annotator_623', 'Annotator_624', 'Annotator_625', 'Annotator_626', 'Annotator_627', 'Annotator_628']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'other', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United States', 'Netherlands', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'JUDGEMENTAL', '-', 'DIRECT', 'JUDGEMENTAL', '-']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_EN,maybe was inspired ??? but ripped ? plz . yall act like women cant all be great .,maybe it was inspired?? but torn? plz. yall acting like women can't all be great.
203016,en,"@TorontoStar @jfrketich Not Male World It's the Nuts you call Experts 🙄Making the Decisions what thems like Worldwide!I raised 4of each &amp;Some $hit women can't or shouldn't Do; That's all, I asked Anne if She wanted to go Work &amp;I stay with kids=I did when they Killed Her 1time!https://t.co/rsofdQbLg9",6,"['Annotator_437', 'Annotator_438', 'Annotator_439', 'Annotator_440', 'Annotator_441', 'Annotator_442']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Doctorate']","['Greece', 'Greece', 'United Kingdom', 'Poland', 'United Kingdom', 'Australia']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', 'JUDGEMENTAL', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,"not male world its the nuts you call experts making the decisions what thems like worldwide!i raised 4of each ampsome hit women cant or shouldnt do thats all, i asked anne if she wanted to go work ampi stay with kidsi did when they killed her 1time!","Not the male world is the nuts that are called experts who make the decisions they like all over the world! I raised 4 of every ampsome hit women cant or shouldt do that things all, I asked Anne if she wanted to go to work ampi staying with kindergarten did when she was killed 1 time!"
203017,en,like literally bein attracted to women can’t be this grueling,6,"['Annotator_449', 'Annotator_450', 'Annotator_451', 'Annotator_452', 'Annotator_453', 'Annotator_454']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Poland', 'Spain', 'Greece', 'Mexico', 'Poland']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","['DIRECT', '-', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['OBJECTIFICATION'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,like literally bein attracted to women cant be this grueling,Like literally being attracted to women can't be that exhausting.
203018,en,A man will NEVER understand that us as women can’t just get up and go when we have children.. but it’s suppose to be okay that they get to come and go…,6,"['Annotator_691', 'Annotator_692', 'Annotator_693', 'Annotator_694', 'Annotator_695', 'Annotator_696']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Latvia', 'Poland', 'South Africa', 'Spain', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['REPORTED', 'REPORTED', 'REPORTED', 'JUDGEMENTAL', '-', 'REPORTED']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,a man will never understand that us as women cant just get up and go when we have children.. but its suppose to be okay that they get to come and go,a man will never understand that we as women can't just get up and go when we have children but it's supposed to be okay for them to come and go.
203019,en,@homecurator @whyyousesaythat Same reason why some women can’t realize that some men are out of their league,6,"['Annotator_484', 'Annotator_485', 'Annotator_486', 'Annotator_487', 'Annotator_488', 'Annotator_489']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Poland', 'Greece', 'South Africa', 'Poland', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","['-', 'UNKNOWN', 'DIRECT', 'JUDGEMENTAL', 'REPORTED', '-']","[['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,same reason why some women cant realize that some men are out of their league,The same reason some women can't realize that some men are out of their league.
203020,en,"@AIIyNicole Once again, never try to claim cooking. Women can’t cook for 1/10th the power MEN can. It’s a mans world. Anyone who disagrees is fragile or a femoid.",6,"['Annotator_584', 'Annotator_585', 'Annotator_586', 'Annotator_587', 'Annotator_588', 'Annotator_589']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Netherlands', 'Belgium', 'Portugal', 'Estonia', 'Australia', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', 'DIRECT']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,"once again, never try to claim cooking. women cant cook for 110th the power men can. its a mans world. anyone who disagrees is fragile or a femoid.","Once again, never try to claim the kitchen. Women cannot cook for 110o the power that men can. is a world of men. anyone who disagrees is fragile or a femoid."
203021,en,@RealYeshua1 You are correct about character development.But are you saying that women don’t have to dress modestly???,6,"['Annotator_502', 'Annotator_503', 'Annotator_504', 'Annotator_505', 'Annotator_506', 'Annotator_507']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree']","['Portugal', 'South Africa', 'Portugal', 'Slovenia', 'New Zealand', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['DIRECT', 'REPORTED', 'REPORTED', 'JUDGEMENTAL', '-', 'JUDGEMENTAL']","[['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['OBJECTIFICATION']]",TRAIN_EN,you are correct about character development.but are you saying that women dont have to dress modestly???,"You're right about the character's development, but you're saying women don't have to dress modestly???"
203022,en,"@rassulsson @lemondefr You are very manipulative.There are laws for that men, human's laws, not religion's laws.Women don't have to hide from any men's eyes, we are not the problem...do you understand?I Hope you don't have daughters.",6,"['Annotator_567', 'Annotator_568', 'Annotator_569', 'Annotator_570', 'Annotator_190', 'Annotator_571']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Poland', 'Portugal', 'Mexico', 'Canada', 'South Africa']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","['REPORTED', 'REPORTED', 'REPORTED', '-', 'REPORTED', 'DIRECT']","[['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_EN,"you are very manipulative.there are laws for that men, humans laws, not religions laws.women dont have to hide from any mens eyes, we are not the problem...do you understand?i hope you dont have daughters.","You are very manipulative.There are laws for men, human laws, not the laws of religions.Women don't have to hide from the eyes of any man, we're not the problem... understand?I hope you don't have daughters."
203023,en,@brunoandtherats @SweetSu95933866 @lporiginalg It literally it that's why there's constant worry about it closing back up. Women don't have to worry their vaginas will close up,6,"['Annotator_691', 'Annotator_692', 'Annotator_693', 'Annotator_694', 'Annotator_695', 'Annotator_696']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Latvia', 'Poland', 'South Africa', 'Spain', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', '-', 'DIRECT']","[['OBJECTIFICATION'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_EN,it literally it thats why theres constant worry about it closing back up. women dont have to worry their vaginas will close up,Literally that's why there's constant concern about closing again. Women don't have to worry that their vaginas will close.
203024,en,@NasNumeroUN0 @lowkeykirababy @machabarbie @TinaHew82903018 @ionknowboutthat 🤣🤣I ain’t even gon try. My point was black women don’t have to wear our hair straight for special occasions. I was referring to the comment not the video. Y’all enjoy your evening 😆 maybe smoke a blunt or 5!,6,"['Annotator_662', 'Annotator_663', 'Annotator_664', 'Annotator_665', 'Annotator_666', 'Annotator_667']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Hungary', 'Portugal', 'Poland', 'Spain', 'Italy', 'South Africa']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']","['REPORTED', 'REPORTED', '-', '-', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['OBJECTIFICATION'], ['OBJECTIFICATION']]",TRAIN_EN,i aint even gon try. my point was black women dont have to wear our hair straight for special occasions. i was referring to the comment not the video. yall enjoy your evening maybe smoke a blunt or 5!,My point was that black women don’t have to wear our straight hair for special occasions. I was referring to the comment no to the video. Yall enjoy your night maybe smoking a Romeo or 5!
